Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Mauritius,MUS,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.1,0.21,0.44,2.27,2.85,4.24,5.86,7.53,9.45,11.23,12.94,14.47,15.67,16.85,19.45,21.68,24.2,25.41,
Malawi,MWI,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0.01,0.01,0.01,0.01,0.01,0.01,0.06,0.05,0.03,0.05,0.06,0.06,0.06,0.06,
Malaysia,MYS,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.08,0.45,1,1.88,2.87,3.87,4.88,5.6,7.44,8.75,10.05,9.97,10.25,10.12,8.86,8.64,8.55,9.28,10.38,
North America,NAC,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,1.08,2.72,4.95,7.35,10.04,13.19,17.78,20.68,24.22,25.83,26.56,27.79,28.78,29.86,30.75,31.15,32.32,33.14,33.75,34.38,35.31,37.15,
Namibia,NAM,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.01,0.02,0.02,0.45,0.82,1.1,1.6,1.81,3.04,2.73,2.74,2.53,2.54,2.8,
New Caledonia,NCL,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.31,0.73,2.21,4.06,6.5,8.35,10.32,13.24,15.07,16.64,18.38,20.28,21.77,20.43,,,,19.45,19.26,
Niger,NER,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.01,0.01,0.01,0.02,0.03,0.16,0.14,0.04,0.04,,0.05,0.05,
Nigeria,NGA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.04,0.05,0.05,0.06,,0.01,0.01,0.01,0.01,0.06,0.06,0.04,0.04,0.03,
Nicaragua,NIC,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.03,0.04,0.08,0.09,0.19,0.35,0.49,0.76,1.37,1.26,1.44,1.69,2.17,1.81,1.87,2.81,3.29,2.98,3.32,4.38,
Netherlands,NLD,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,1.63,2.91,7.27,12.27,19.68,25.05,31.58,33.36,35.04,36.86,37.94,38.82,39.63,40.32,40.56,41.5,42.53,42.83,43.42,43.62,43.92,
Norway,NOR,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,1.96,4.52,8.73,14.61,21.4,26.63,30.88,33.06,34.56,35.27,36.09,37.05,37.62,38.45,39.43,40.13,40.88,41.32,42.03,44.04,
Nepal,NPL,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.04,0.05,0.06,0.22,0.35,0.85,1.16,0.93,1.12,0.82,1.82,2.82,3.6,4.36,
Nauru,NRU,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,,,,,,,,,,,
New Zealand,NZL,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.44,1.1,2.06,4.7,7.76,11.23,20.15,21.39,23.65,24.99,26.66,28.47,29.12,30.87,31.44,32.85,33.67,34.74,35.49,36.6,
OECD members,OED,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44,2.88,4.8,6.92,9.76,13.16,16.37,19.33,21.31,22.75,24,25.14,25.99,26.82,27.48,28.53,29.44,30.31,31.08,31.87,33.31,
Oman,OMN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.01,0.03,0.53,0.78,0.76,1.18,1.43,1.93,2.41,3.24,4.1,4.4,5.47,6.35,7.48,9.17,10.24,10.85,
Other small states,OSS,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15,,3.84,4.36,5.11,5.25,6.05,6.3,6.67,6.86,7.09,7.23,7.28,7.63,7.66,8.54,
Pakistan,PAK,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.02,0.03,0.1,0.22,0.44,0.64,0.81,0.85,1.03,0.9,1.22,1.11,0.99,0.94,1.14,
Panama,PAN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.39,0.47,0.51,0.53,3.32,4.35,5.58,6.55,7.09,7.63,7.82,8.01,7.95,7.97,10.65,10.74,12.93,12.61,13.03,
Peru,PER,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0.14,0.34,0.82,1.27,1.73,2.01,2.54,2.87,3.21,4.14,4.89,5.42,5.87,6.56,6.86,7.35,7.93,8.56,9.23,
Philippines,PHL,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.03,0.07,0.11,0.14,0.3,0.55,1.15,1.86,,1.87,2.21,2.6,2.89,2.84,2.88,3.23,3.55,5.48,7.24,
Palau,PLW,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,0.51,0.5,0.53,0.59,0.78,1.33,2.92,5.09,10.25,6.3,6.93,,,,,,
Papua New Guinea,PNG,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.06,0.08,0.1,0.12,0.15,0.17,0.19,0.21,0.21,,0.23,0.23,
Poland,POL,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.32,0.51,2.28,2.46,7.59,10.88,11.63,14.59,15.28,18.21,18.02,18.43,18.99,19.1,19.29,20.11,20.7,20.69,22.11,
Pre-demographic dividend,PRE,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.04,0.05,0.05,,0.09,0.09,0.12,0.15,0.21,0.79,0.86,0.83,1.09,
Puerto Rico,PRI,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.62,1.49,2.37,3.26,4.15,5.04,11.82,13.35,15.41,15.68,16.21,17.17,17.67,20.83,20.92,20.86,20.04,20.79,23.46,
North Korea,PRK,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.24,0.96,2.51,4.81,8.01,11.09,13.5,14.44,15.44,18.03,20.07,21.22,22.71,24.48,27.43,30.31,32.69,34.74,36.9,38.8,40.81,
Paraguay,PRY,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.01,0.01,0.01,0.05,0.1,0.1,0.14,0.21,1.26,1.43,1.9,2.12,2.41,2.81,3.22,3.64,4.23,4.61,5.85,7.88,
West Bank and Gaza,PSE,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.21,0.74,1.48,,,,3.76,4.39,4.92,5.31,6.06,6.92,7.58,7.49,7.32,7.39,
Pacific island small states,PSS,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,0.53,0.7,0.84,0.87,1.43,1.55,0.99,0.98,1.24,1.24,1.2,1.11,1.28,1.71,1.64,
Post-demographic dividend,PST,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72,3.74,6.17,8.74,12.05,15.4,18.87,21.79,23.82,25.3,26.8,27.98,28.94,29.93,30.74,31.92,32.92,33.78,34.52,35.52,36.85,
French Polynesia,PYF,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.37,1.78,4.25,6.99,8.98,10.48,11.32,12.1,13.45,14.94,16.61,18.31,19.01,20.19,20.89,21.53,22.2,22.78,
Qatar,QAT,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.44,1.45,2.96,4.57,7.2,7.39,8.75,7.85,8.09,8.43,9.22,9.17,9.27,9.56,9.42,9.63,10.05,10.28,
Romania,ROU,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.07,0.9,0.48,1.76,5.13,9.28,12.09,13.63,14.66,16.14,17.51,18.83,20.05,21.39,22.48,24.19,26.09,27.25,29.55,
Russia,RUS,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.24,0.47,1.11,2.02,3.42,6.48,9,10.94,12.27,14.53,16.45,17.25,18.54,18.95,21.37,22,22.52,23.23,
Rwanda,RWA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.02,0.03,0.01,0.02,0.04,0.08,0.05,0.03,0.03,0.19,0.19,0.18,0.06,0.07,0.14,
South Asia,SAS,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.01,0.01,0.02,0.1,0.17,0.21,0.35,0.54,0.76,0.95,1.05,1.11,1.26,1.41,1.63,1.63,1.69,1.75,2.08,
Saudi Arabia,SAU,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.16,0.2,0.3,0.28,0.89,2.47,4.05,5.4,6.24,6.9,8.71,,,19.97,19.72,20.1,20.24,19.85,22.66,
Sudan,SDN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.01,0.1,0.11,,0.04,0.05,0.07,0.07,0.05,0.07,0.07,0.07,0.08,0.08,0.07,
Senegal,SEN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.02,0.07,0.16,0.25,0.33,0.39,0.48,0.62,0.71,0.71,0.77,0.73,0.69,0.66,0.73,0.82,0.93,0.92,
Singapore,SGP,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,0.76,1.71,3.7,6.58,10.1,13.05,15.38,17.9,20.22,22.43,24.84,26.08,26.75,26.68,27.38,26.68,26.58,28.16,25.85,25.94,25.91,25.81,
Solomon Is.,SLB,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.1,0.14,0.2,0.3,0.39,0.48,0.45,0.38,0.33,0.23,0.24,0.26,0.18,0.23,0.16,0.15,
Sierra Leone,SLE,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,SLV,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.49,0.7,1.01,1.47,2.01,2.43,2.83,3.32,3.88,4.54,5.07,5.58,6.22,7.06,7.67,8.14,9.03,
San Marino,SMR,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,3.72,4.16,4.98,5.32,16.1,17.67,19.19,20.65,30.84,31.43,35.51,34.99,35.82,31.18,32.14,32.73,32.42,
Somalia,SOM,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,0.46,0.52,0.59,0.65,0.67,,0.63,0.75,
Serbia,SRB,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1.64,4.4,6.21,8.06,11.8,13.44,14.81,16.42,16.74,18.66,20.61,21.15,22.29,23.44,25.18,
Sub-Saharan Africa (excluding high income),SSA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,0.1,0.11,0.13,0.16,0.26,0.25,0.32,0.38,0.37,0.4,0.42,0.5,0.48,0.6,
S. Sudan,SSD,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,
Sub-Saharan Africa,SSF,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,0.1,0.11,0.13,0.16,0.27,0.25,0.32,0.38,0.37,0.41,0.42,0.5,0.49,0.6,
Small states,SST,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01,3.37,3.59,4.24,5.1,5.32,6.02,6.5,6.86,7.21,7.74,8.02,8.2,8.66,8.73,9.83,
Sao Tome and Principe,STP,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.19,0.2,0.25,0.32,0.4,0.41,0.51,0.56,0.66,0.7,0.71,0.74,0.76,1.15,
Suriname,SUR,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.04,0.09,0.22,0.53,0.82,1.11,1.73,2.86,4.33,5.41,6.78,8.39,9.42,12.61,12.48,12.7,13.83,15.73,
Slovakia,SVK,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.42,1.46,3.36,5.64,10.13,11.2,14.35,16.23,17.62,19.31,20.46,21.94,23.43,24.56,25.8,27.65,29.15,31.17,
Slovenia,SVN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,2.85,2.92,5.78,9.86,13.97,17.13,21.02,22.08,23.03,24.1,24.75,25.43,26.88,27.47,28.41,28.98,29.49,30.21,31.34,
Sweden,SWE,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,6.6,9.42,12.23,15.68,27.9,27.36,30.34,31.43,31.62,31.94,31.98,32.2,32.73,33.86,35.8,37.41,38.92,39.53,40.24,41.38,
Eswatini,SWZ,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.14,0.34,0.75,0.32,0.39,0.47,0.54,0.63,0.71,,0.87,1.03,
Sint Maarten (Dutch part),SXM,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1.07,2.76,3.88,3.78,5.02,7.44,10.24,11.42,13.29,12.55,14.13,14.66,15.79,20.28,27.6,35.55,
Syria,SYR,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.01,0.03,0.03,0.05,0.16,0.33,0.58,1.18,1.77,2.68,4.05,5.78,8.32,7.84,8.73,8.85,
Turks and Caicos Is.,TCA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.13,0.15,0.11,0.07,0.08,0.04,0,0,0,0,
East Asia & Pacific (IDA & IBRD countries),TEA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.02,0.2,0.63,1.4,2.05,2.81,3.71,4.66,5.88,7.34,8.63,9.87,10.59,11.18,14.71,16.98,20.54,21.4,23.5,25.33,
Europe & Central Asia (IDA & IBRD countries),TEC,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.27,0.65,1.18,2.67,4.33,6.19,7.94,9.51,10.81,12.16,13.47,14.08,15.26,15.97,17.44,18.95,19.19,20.48,
Togo,TGO,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.03,0.07,0.42,0.52,0.61,0.1,0.18,0.9,0.65,0.66,0.33,0.39,0.64,
Thailand,THA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.02,0.25,0.85,1.36,1.95,3.12,3.92,4.84,5.77,6.66,7.62,7.95,9.07,10.47,11.86,13.24,14.52,16.44,
Tajikistan,TJK,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.07,,0.06,0.06,
Turkmenistan,TKM,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.01,0.01,0.02,0.03,0.03,0.04,0.05,0.07,0.09,,0.13,0.17,
Latin America & the Caribbean (IDA & IBRD countries),TLA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.14,0.32,0.48,1.19,1.57,2.41,3.68,5.02,6.02,6.82,8.2,8.68,9.4,10.12,10.9,11.51,12.23,13.34,13.64,14.99,
Timor-Leste,TLS,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.01,0.04,0.05,0.05,0.05,0.06,0.09,0.09,0.05,0.05,0,0.01,0.01,
Middle East & North Africa (IDA & IBRD countries),TMN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,0.34,0.55,0.82,1.16,1.58,2.34,3.15,3.81,4.63,5.02,5.77,7.11,7.87,7.9,9.14,
Tonga,TON,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.02,0.33,0.64,0.62,0.76,0.7,0.96,1.06,1.26,1.46,1.67,1.78,2.44,2.97,2.94,2.44,3.54,4.73,
South Asia (IDA & IBRD),TSA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.01,0.01,0.02,0.1,0.17,0.21,0.35,0.54,0.76,0.95,1.05,1.11,1.26,1.41,1.63,1.63,1.69,1.75,2.08,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,0.1,0.11,0.13,0.16,0.27,0.25,0.32,0.38,0.37,0.41,0.42,0.5,0.49,0.6,
Trinidad and Tobago,TTO,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.07,0.33,0.83,1.58,2.71,6.5,9.85,12.26,12.9,14.98,15.7,18.21,20.33,18.55,23.61,24.62,24.33,26.92,
Tunisia,TUN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.03,0.17,0.43,0.93,2.18,3.54,4.53,5.21,4.86,4.75,5.13,5.13,5.66,7.01,8.77,10.18,11.29,
Turkiye,TUR,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.03,0.3,0.86,2.34,4.03,6.83,8.18,9.04,9.81,10.34,10.54,11.71,11.48,12.1,13.15,14.7,16.28,17.06,19.84,
Tuvalu,TUV,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,1.5,2.47,2.64,2.81,0.96,2.28,4.23,4.19,4.14,4.1,4.05,4.01,3.96,,,,
Tanzania,TZA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.01,0.02,0.02,0.02,0.06,0.09,0.12,0.17,0.21,0.6,1.4,1.53,1.79,1.9,
Uganda,UGA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.01,0.02,0.02,0.04,0.11,0.11,0.12,0.15,0.21,0.23,,,0.07,0.13,
Ukraine,UKR,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,1.12,1.72,3.46,4.15,6.45,6.96,8.04,8.86,9.31,11.64,12.03,12.35,12.8,16.16,18.62,
Upper middle income,UMC,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.05,0.22,0.64,1.48,2.21,3.11,4.27,5.56,6.94,8.34,10.26,11.4,12.35,13.02,16.47,18.51,21.63,22.64,24.24,26.13,
Uruguay,URY,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,1.46,3.21,4.95,7.32,9.48,11.42,14.04,17.18,21.75,24.71,26.4,26.92,27.74,28.34,29.25,30.62,
United States of America,USA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,0.99,2.51,4.49,6.92,9.57,12.78,17.34,20.23,23.85,25.41,26.11,27.35,28.34,29.46,30.35,30.69,31.85,32.73,33.28,33.86,34.73,36.61,
Uzbekistan,UZB,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.02,0.03,0.03,0.07,0.24,0.32,0.41,0.51,0.75,1.02,2.7,5.78,8.73,10.39,12.7,13.94,14.4,
St. Vin. and Gren.,VCT,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,1,1.06,1.22,3.36,5.17,7.35,8.64,10.63,11.55,12.23,12.56,13.44,13.52,15.54,19.98,17.55,22.33,19.64,22.29,
Venezuela,VEN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.15,0.31,0.46,0.81,1.35,2,3.15,4.04,5,5.88,6.29,6.94,7.5,7.99,8.61,8.76,8.87,9.02,8.98,9.01,
British Virgin Is.,VGB,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.44,24.75,25.78,25.95,21.43,22.05,22.85,21.18,16.92,15.82,19.74,22.29,
