Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,,74.1031189,,,,,,,,,69.59467316,,,,,87.99806213,,,,,,,,,
South Asia (IDA & IBRD),,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,,,,,,,,,,,,,59.75954056,59.63014984,,67.48874664,,,,,,,,,
Tunisia,,,,,,,,,,,,,37.0811615,,39.33469009,40.50716019,39.82400894,,,,44.59070969,,,,
Turkiye,,,,,,,,,28.99696922,30.55332947,31.71940041,32.31782913,34.91973114,36.43138123,46.58588028,49.7481308,51.13713074,52.67531967,54.96775818,56.35490036,58.86444092,60.89331818,,66.02191925,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,,,,,,,5.986470222,,,,,,,,,,11.02659988,,,,,,,,
Uganda,,,,,,,11.51887989,,,,,,23.62766075,,28.83011055,,24.02585983,,,,,,,,
Ukraine,,,,,,88.54322052,,,,,,,,,,,,,,,,,,,
Upper middle income,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,,42.27037811,,,,,,59.26054001,,,47.13330078,,51.1607399,49.75868988,49.49821091,51.21221924,52.46094894,52.31441116,53.38447952,54.10314178,54.9455986,56.03147888,56.83214188,57.63454056,
United States,,,,,,,,,93.71424103,93.69587708,94.18916321,,94.48554993,94.53521729,94.76950073,94.90273285,94.98448944,95.20452881,95.26347351,95.33496857,95.58524323,,96.02937317,,96.46076965
Uzbekistan,,,,,,,,,,,,,,,,,,99.89286804,99.86815643,99.88606262,99.90351868,,99.90486908,99.91719055,
St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,41.81481171,,,
"Venezuela, RB",,,,,,,,,,,45.92707062,50.93899155,52.62810135,53.7572403,,65.37716675,,,,69.59715271,74.43022919,,,,
British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,,,,,,,,,,,,,,64.99952698,,,,,,,,,,65.33979034,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,
World,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,,,,,,55.58893967,61.41695023,64.04286194,64.39372253,65.44915771,66.35333252,67.28610229,67.99931335,71.91465759,72.24150848,73.12741089,75.33032227,,76.58525085,77.1809082,,72.32788086,,81.80467987,
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,
Zimbabwe,,,,,,,46.01667023,,,,,,,,,,60.75912094,,58.76316833,,,64.93522644,,,
World_average,74.7318716,47.22725909,24.65717379,72.11662817,64.54364024,60.81536255,46.69127929,58.94342136,64.2360226,69.07871899,56.9724187,64.44002812,63.28892166,68.06759448,69.35688805,68.26692044,66.54934479,70.29567512,69.96421535,72.57108116,73.17131281,71.7609599,67.13061737,75.85792451,77.15971342
